raw_character_text,normalized_text
Marge Simpson,peoples views change bobby kennedy worked for joe mccarthy larry david was on fridays
Marge Simpson,isabels only eight as she grows up surprising things will happen to her body of beliefs but she could always use a friend like you
Marge Simpson,have a great day kids and bart ill pick you up after school to take you to karate lessons
Bart Simpson,mom after six weeks i figured out that sensei weinstein is really my psychiatrist
Marge Simpson,either way for forty-five minutes youre not my problem sweetie
Bart Simpson,you wanna win this election then from now on you do exactly what i say
Bart Simpson,first we reel them in then we scare the hell out of them
Bart Simpson,and what programs would you cut to pay for this precious garden of yours the new whiffle-bats pizza friday
Bart Simpson,you gotta get on your game sister you think im tough wait till gutierrez sinks her teeth into you
Bart Simpson,remember youve got an ace in the hole -- chocolate milk in the water fountains
Bart Simpson,training wheels she still uses training wheels and watch this
Bart Simpson,i bet by the end of the night youre gonna look pretty good
Bart Simpson,no hard feelings a lot of good things have been happening to me
Marge Simpson,sweetie about the submarine whats your favorite food to eat when youre disappointed im going shopping tomorrow
Homer Simpson,what your mother is trying to say is we dont think you can be good that long
Marge Simpson,well thats sort of what i was trying to say but
Homer Simpson,get real ding dong youve already done so much bad stuff skinners never going to let you on that boat
Bart Simpson,no skinner said i had a clean slate so right now im as good as any other kid
Marge Simpson,bart sweetie this is an opportunity for you to turn things around yet again and i believe in you yet again
Bart Simpson,thanks mom ill start by taking my plate to the dishwasherwherever that is
Homer Simpson,marge i love bart as much as you do but actually not and that kid cannot go one week without getting in trouble now if youd be so kind as to start my car for me im going to moes
Bart Simpson,to avoid temptation im getting rid of all the things that could get me in trouble at school i buried all my whoopee cushions in the back yard
Bart Simpson,aw man five days without pranking im getting strange red marks
Bart Simpson,what no ill be late skinner will cross my name off the list
Bart Simpson,okay i washed your car like you asked i did your paper route and im sorry i really am this could be the turning point of my life where you as a school guy made a difference what do you think can i go on that sub
Homer Simpson,hello boy at times like this theres not much you can say especially if you dont know what happened
Homer Simpson,really hey i bet that submarine isnt so fun anyway
Bart Simpson,i know a kid should never turn to his father for help but i got screwed is there anything you can do
Homer Simpson,as i always say dont get mad get dinner then get even with skinner
Bart Simpson,i did everything for you and you stabbed me in the back
Homer Simpson,wait a minute i knew you were a neat freak skinner but you beat your rug till it bleeds
Homer Simpson,well im sure our towns police force will handle this competently
Homer Simpson,let me handle things just go upstairs and shut the door there are some things only a boy should see
Homer Simpson,look you kill them i get rid of them thats always been our deal but i do have one question do you want the head
Homer Simpson,well if you change your mind itll be in my freezer but only for a week got a lot of ice cream comin in
Homer Simpson,now im afraid its time to start your new life youll be hunted on the run searching for the man who killed your mother which is you so avoid mirrors
Bart Simpson,heres a bus ticket to juarez and your fake id
Homer Simpson,someday i may have to fake my own death and maybe you can help me with that
Homer Simpson,someday soon as in what are you doing this friday
Marge Simpson,this has gone far enough im starting to think this school project is more than meets the eye
Homer Simpson,you know when you glare like that you look really beautiful
Marge Simpson,homer you have to take the halloween decorations down before you put the christmas ones up
Homer Simpson,global warming huh by pure coincidence every scientist was right
Marge Simpson,sorry kids i guess the hats and mittens will have to wait until next year
Marge Simpson,first in freeways the yuh-huh state jewel of the fracking belt still a british colony at heart land of many water snakes
Marge Simpson,we cant afford christmas and when you cant afford christmas youve failed as a family thats what all the big stores say
Marge Simpson,well theres a rec room off the kitchen but sometimes its there and sometimes it isnt our house is very odd that way
Homer Simpson,oh good marge remarried after i died wait a minute im not dead whats goin on
Homer Simpson,uh-uh no way im not sharing my bed with anybody except you and maybe that guy lincoln-style but thats it
Marge Simpson,this is a great thing were helping people celebrate christmas and well be able to afford christmas
Homer Simpson,oh i dont know it wont seem like christmas without opening up a giant credit card bill in january
Homer Simpson,what the-- the simpson bed and breakfast i always wanted to stay in a place like this
Homer Simpson,but christmas is a special time and i like to spend it in the warm embrace of watching football
Homer Simpson,well this crazy scheme is the kind of impulsive behavior i want to encourage in you im in a hundred percent
Bart Simpson,welcome to our daycare center all girls please move to cootie quarantine
